Date,Close,High,Low,Open,Volume,Ticker,Target,Retorno_real
2020-01-02,42.68938827514648,42.77581742590024,42.23365622044891,42.41437662226602,17509700,VALE3.SA,1,0.6483925375814367
2020-01-03,42.375091552734375,42.822964519849656,42.10008288779329,42.17865593567085,17284800,VALE3.SA,1,0.4657227991406932
2020-01-06,42.123653411865234,42.27294339897772,41.76221260262264,42.27294339897772,32787800,VALE3.SA,0,-0.353157303723732
2020-01-07,42.43009185791016,42.57938184280162,41.95864759177008,42.03722063700358,16326400,VALE3.SA,1,0.9345794392523591
2020-01-08,42.43794631958008,42.72081406725458,42.13150725872252,42.58723929605797,15298500,VALE3.SA,0,-0.35055800504005447
2020-01-09,41.88007354736328,42.32794652077628,41.68363792753759,42.23365826252346,14638000,VALE3.SA,0,-0.8372107217478222
2020-01-10,41.92721557617188,42.32794288737547,41.73077997320808,42.23365463721629,9129200,VALE3.SA,0,-0.7255802598110319
2020-01-13,43.45155715942383,43.71870971400261,42.04507744568936,42.14722480409673,27497400,VALE3.SA,1,3.094705194445724
2020-01-14,43.71870803833008,44.2765844405954,43.21583336601376,43.451555493990845,27817000,VALE3.SA,1,0.6148284941748027
2020-01-15,43.577274322509766,44.06443678580809,43.30226567175224,43.45155565396782,21425300,VALE3.SA,1,0.28933065030656174
2020-01-16,43.34940719604492,43.96228831229002,43.29440546729297,43.68727667116085,13149100,VALE3.SA,0,-0.7733818650659149
2020-01-17,44.78731536865234,44.85803230228709,44.08014603230485,44.198008587485866,36524100,VALE3.SA,1,1.3333333333333164
2020-01-20,45.07018280029297,45.07018280029297,44.4180151947811,44.787315067655015,16746300,VALE3.SA,1,0.6315800181606284
2020-01-21,44.025146484375,44.79517369018527,43.79728346238247,44.63016850266223,25436800,VALE3.SA,0,-1.3556346269477773
2020-01-22,44.23729705810547,44.669454783883246,44.04872055834071,44.47301918149613,17269400,VALE3.SA,0,-0.5300340020286622
2020-01-23,43.608699798583984,43.78942017680373,42.987962631631945,43.55369807466359,23028900,VALE3.SA,1,0.12628485375938053
2020-01-24,42.27294158935547,43.78942469948779,42.18650944359102,43.70299255372334,19744800,VALE3.SA,0,-3.272203757236842
2020-01-27,39.68785095214844,40.7171746697879,39.66427963714062,40.59145599413015,38779700,VALE3.SA,0,-2.2260966497786665
2020-01-28,40.23001480102539,40.92932511518416,40.135726544504,40.23001480102539,23046400,VALE3.SA,0,0.0
2020-01-29,39.876426696777344,40.772172550879546,39.64856068199854,40.62288257431897,23323000,VALE3.SA,0,-1.83752562653819
2020-01-30,40.46573257446289,40.46573257446289,39.12996992884171,39.26354769208849,23083200,VALE3.SA,1,3.061834584592673
2020-01-31,39.499271392822266,40.12000861738645,39.12997150019329,40.041432577800805,29988200,VALE3.SA,0,-1.3540004692017849
2020-02-03,40.00214385986328,40.143577725980784,39.12996935126178,39.6799896086777,18858200,VALE3.SA,1,0.8118808859645659
2020-02-04,41.07075119018555,41.31433238703936,40.83502909501328,41.01574946789099,21559200,VALE3.SA,1,0.13409903027034395
2020-02-05,41.63649368286133,42.13150926752428,41.63649368286133,41.89578713234627,26797700,VALE3.SA,0,-0.6189010094639126
2020-02-06,41.864356994628906,42.36723168566584,41.502916185117314,42.16293996644568,22155800,VALE3.SA,0,-0.708164497196805
2020-02-07,40.93717956542969,41.612918537472616,40.79574568768258,41.55006070145697,14450900,VALE3.SA,0,-1.475042697123647
2020-02-10,39.43640899658203,40.78003074518115,39.22425819417165,40.78003074518115,28244800,VALE3.SA,0,-3.2948031770620743
2020-02-11,40.897891998291016,41.015754559192,40.08857827203717,40.1907256249934,27560600,VALE3.SA,1,1.7595262645814296
2020-02-12,41.69934844970703,41.9429296699649,41.51077195439782,41.722919762278345,28539800,VALE3.SA,0,-0.056494877888733204
2020-02-13,40.96860885620117,41.1729035617189,40.51287981616138,41.03146968785876,20105600,VALE3.SA,0,-0.1532015112687723
2020-02-14,40.07286071777344,41.07860998839469,40.03357419889653,41.02360826249316,19896200,VALE3.SA,0,-2.317561972209474
2020-02-17,41.96650314331055,41.96650314331055,40.56002347166443,40.6307404103888,28134200,VALE3.SA,1,3.2875668014659283
2020-02-18,41.4871940612793,41.68362964205937,40.952889041767946,41.290758480499214,18054400,VALE3.SA,1,0.4757373998660145
2020-02-19,41.49505615234375,41.73863437174222,41.17290189655117,41.58934439864737,14439700,VALE3.SA,0,-0.22671250933853732
2020-02-20,41.01575469970703,42.02936313534583,40.905751241086286,41.85649884473069,18818800,VALE3.SA,0,-2.008634664218929
2020-02-21,39.38926315307617,40.18286157365032,39.1299667499752,40.07285812895381,32249900,VALE3.SA,0,-1.7058802585975819
2020-02-26,35.633419036865234,36.80417661042365,35.4055560035456,36.6627427291248,46923300,VALE3.SA,0,-2.8075468872160356
2020-02-27,34.94196319580078,35.78270726887852,34.22693777858413,35.083397058315654,42419000,VALE3.SA,0,-0.40313616802780383
2020-02-28,34.81624221801758,34.81624221801758,33.94406778979826,34.56480492306395,33228600,VALE3.SA,1,0.7274373326083765
2020-03-02,36.42702102661133,37.00061266432416,35.20912080969397,35.26412254225755,48372500,VALE3.SA,1,3.2976816109921794
2020-03-03,36.41915893554688,38.5720944241524,36.19915202334243,36.7256009884494,52401800,VALE3.SA,0,-0.8344099065904947
2020-03-04,38.16350936889648,38.57209578986385,36.92989400058151,37.7156364261258,31476600,VALE3.SA,1,1.1874993642171074
2020-03-05,36.81203079223633,37.67634924359934,36.1048644200696,37.44848322481887,29092300,VALE3.SA,0,-1.6995412838529524
2020-03-06,35.051971435546875,36.00271908777021,34.29765939728883,34.72981714853857,39718600,VALE3.SA,1,0.9276014487218771
2020-03-09,29.72463798522949,32.63974172231033,29.70892277672332,31.7832823416258,59037000,VALE3.SA,0,-6.47712949930333
2020-03-10,35.2091178894043,35.625560400665336,32.05828919883753,32.92260763397833,63269800,VALE3.SA,1,6.945106781475399
2020-03-11,32.01114654541016,34.80053145291505,30.64395345694987,33.794779147398856,50025000,VALE3.SA,0,-5.277834763201809
2020-03-12,27.775991439819336,28.2867251766793,25.49734037678617,28.2867251766793,62222000,VALE3.SA,0,-1.8055597941080657
2020-03-13,33.708351135253906,34.596237914864105,29.07246964203558,33.00118175582417,67635900,VALE3.SA,1,2.1428607759021605
2020-03-16,30.67538452148437,32.5297370956586,28.29458297199215,28.29458297199215,59078300,VALE3.SA,1,8.414336948697555
2020-03-17,32.61616516113281,34.23479555718768,30.7303852310085,31.822566669212247,52743800,VALE3.SA,1,2.493823016131373
2020-03-18,30.36894416809082,32.11329021245402,28.051003548979907,30.48680372659993,59689100,VALE3.SA,0,-0.386592046729638
2020-03-19,28.601024627685547,30.643953673647637,27.70527577174248,29.46534007081503,52645400,VALE3.SA,0,-2.9333292643229183
2020-03-20,27.65027618408203,30.966110335920902,27.273120161660536,29.77964053605556,50479900,VALE3.SA,0,-7.150403140009062
2020-03-23,26.79381561279297,28.176723965474245,26.220223999674648,27.93314273358722,41958300,VALE3.SA,0,-4.0787645402474135
2020-03-24,29.575340270996094,30.36894168804777,28.962462224164597,28.962462224164597,37044800,VALE3.SA,1,2.116111683074194
2020-03-25,32.09757995605469,32.49045120642192,29.92893197287028,30.00750502399582,38064400,VALE3.SA,1,6.9651739802676635
2020-03-26,33.001182556152344,33.32333683740095,31.42184156695051,32.22329621991472,36253000,VALE3.SA,1,2.414049546417508
2020-03-27,31.508270263671875,32.56116524042228,30.801103874653236,30.87967691875436,32331200,VALE3.SA,1,2.0356215078654127
2020-03-30,32.820457458496094,33.25261514018929,32.01114381837779,32.15257468008923,31298300,VALE3.SA,1,2.0772295377653083
2020-03-31,33.95978546142578,34.95767860958486,33.17404310829603,33.23690093791443,39238000,VALE3.SA,1,2.1749456270356893
2020-04-01,34.0776481628418,34.66695498210809,32.372588537835355,32.851891897084386,37092100,VALE3.SA,1,3.731158831270224
