Price,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
Date,,,,,
2020-01-02,11.858537673950195,11.858537673950195,11.707891258367292,11.785145868243374,37774500
2020-01-03,11.761966705322266,12.067120787378801,11.761966705322266,11.928062820654402,71595600
2020-01-06,11.901023864746094,11.951239568767514,11.568830899296605,11.754241029327162,81844000
2020-01-07,11.854673385620117,11.92806444538409,11.76969317804472,11.90488836002465,32822000
2020-01-08,11.781280517578125,11.885573997341677,11.680849841148898,11.854672307421485,48215600
2020-01-09,11.742650985717773,11.827631169387708,11.684710420240984,11.769689867156657,36102700
2020-01-10,11.692437171936035,11.758103349049735,11.63835866700136,11.738789334160803,25397500
2020-01-13,11.71561336517334,11.754240658566554,11.669260465750614,11.723338971202852,30676800
2020-01-14,11.588144302368164,11.692437777910527,11.499302039537724,11.676986565198604,39796500
2020-01-15,11.414321899414062,11.56110547388362,11.410459832971412,11.549517064292536,34405700
2020-01-16,11.40273666381836,11.47226566271736,11.329344860896686,11.433638359245188,28997400
2020-01-17,11.530203819274902,11.530203819274902,11.41045986682923,11.479988114318912,34908000
2020-01-20,11.588144302368164,11.6267715973936,11.452949138156328,11.472263154046232,31241400
2020-01-21,11.441361427307129,11.564968181573738,11.414321805151234,11.510889674016319,28577400
2020-01-22,11.313891410827637,11.51475200998401,11.306165804810838,11.483850322671158,32491500
2020-01-23,11.452949523925781,11.49543962356039,11.132344216898163,11.23663769595344,53752100
2020-01-24,11.317753791809082,11.5031646575965,11.255950415464731,11.418184462557244,36898700
2020-01-27,10.827191352844238,11.062816487364701,10.688133364976471,11.058953683617878,66105300
2020-01-28,11.124618530273438,11.255950894786412,10.977835689393615,10.981698492673925,47259100
2020-01-29,11.143932342529297,11.232774606085751,11.074403358266201,11.201872917163751,42297500
2020-01-30,11.17869758605957,11.217324883997078,10.885131153190713,10.92375845112822,44266800
2020-01-31,10.989424705505371,11.14007035797641,10.935346193351988,11.058952958123552,55446700
2020-02-03,10.8851318359375,11.097580882787563,10.87740622851454,11.016464215109913,39452800
2020-02-04,11.058954238891602,11.217326253445405,11.031915348060677,11.066679846773155,57658400
2020-02-05,10.966248512268066,11.286853853029113,10.966248512268066,11.221187663391092,67994500
2020-02-06,11.271402359008789,11.398871923081185,10.861954779981456,11.085992217949741,126114000
2020-02-07,11.174834251403809,11.337068305626135,11.097579659201028,11.201873137648464,54514600
2020-02-10,11.252087593078613,11.252087593078613,11.062814661253888,11.159382528720853,45328100
2020-02-11,11.387283325195312,11.44522390122647,11.302303862799908,11.356381635528402,37518200
2020-02-12,11.638358116149902,11.696299421319964,11.445222396927836,11.449085199722793,64851000
2020-02-13,11.479989051818848,11.669262003965338,11.449087360381757,11.499303069438554,55277100
2020-02-14,11.364106178283691,11.572692379819957,11.33320449150964,11.534065823918137,30399900
2020-02-17,11.340929985046387,11.499301220288837,11.321615970532479,11.445222716404212,38684900
2020-02-18,11.491578102111816,11.499303709589773,11.182561170538332,11.225050538158136,33890900
2020-02-19,11.800593376159668,11.800593376159668,11.495439291187475,11.537929389593549,44181800
2020-02-20,11.557243347167969,11.931926438158532,11.491577162483601,11.897161944104784,73522900
2020-02-21,11.255951881408691,11.464538856302438,11.213462515109727,11.398872668290087,47805100
2020-02-26,10.124175071716309,10.579975533050764,10.054646824639411,10.444781105328149,89207100
2020-02-27,9.77266788482666,10.247782352302263,9.614296641252912,9.934901931506396,100112100
2020-02-28,9.788119316101074,9.873098776069789,9.51000411704079,9.718590332147409,89095300
2020-03-02,10.247783660888672,10.332763129808766,9.842198124021076,9.84992373121957,71596400
2020-03-03,10.062373161315918,10.614741572559602,9.950354799620373,10.263234535723527,86855700
2020-03-04,10.386841773986816,10.40615579359577,10.135765413106542,10.394567381830399,42320500
2020-03-05,9.768806457519531,10.301860796192624,9.544768283242462,10.17052842901509,69722300
2020-03-06,8.81857967376709,9.320732406406865,8.71042337187727,9.309144731144958,138597600
2020-03-09,6.199656963348389,7.041728908179202,5.952443451748289,6.879494857003042,254813800
2020-03-10,6.7829270362854,7.203963011763822,6.323264501904242,7.203963011763822,170478000
2020-03-11,6.122403144836426,6.616830170902358,5.794072237368027,6.450734052304823,132482400
2020-03-12,4.867021560668945,5.353723422034042,4.279888641923785,5.2764691875615854,151535900
2020-03-13,5.948580741882324,5.948580741882324,4.905647802510384,5.832699590689928,174972600
2020-03-16,5.0562944412231445,5.446428779145188,4.847707827506538,4.986765447191861,126432800
2020-03-17,5.021529197692871,5.3459972970995295,5.021529197692871,5.253292231091109,149228500
2020-03-18,4.361005783081055,4.739552093491064,4.198771702673515,4.5541415580064815,162515200
2020-03-19,4.716376304626465,5.048569751806423,4.191047055239653,4.276026542979007,157065200
2020-03-20,4.635258197784424,5.214665472507477,4.5695920105123005,5.064019448463682,149029900
2020-03-23,4.442121505737305,4.704786199609415,4.357141686829772,4.67774694864325,107092400
2020-03-24,5.118096828460693,5.2301155367636145,4.743413410325888,4.855432118628809,114259200
2020-03-25,5.531407356262207,5.712955051087089,4.955862951902275,5.114234196341716,158286200
2020-03-26,5.558447360992432,5.8674642853803824,5.334409906622551,5.5623097962643575,130618400
2020-03-27,5.137411117553711,5.288056769545114,5.118097468525342,5.137411117553711,101405900
2020-03-30,5.168312072753906,5.3073696628793465,4.955862700446056,5.079469447224224,110947200
2020-03-31,5.4039387702941895,5.616388191524149,5.253293105062429,5.253293105062429,156116500
2020-04-01,5.523681163787842,5.6202490150135835,5.145134995426833,5.195350322269473,114455000
2020-04-02,5.9910712242126465,6.3927932125532205,5.797935468706453,5.9485811222398635,234951200
2020-04-03,5.925405502319336,6.319402651255575,5.767034229331053,6.2962258283149755,142898700
2020-04-06,6.091500282287598,6.218969817484769,5.863600092578375,6.1996558050280814,123934200
2020-04-07,6.334852695465088,6.5936546398551865,6.311676610867981,6.415970096686628,140498900
2020-04-08,6.690222263336182,6.771339661463233,6.334852453801366,6.373479751159276,116151600
2020-04-09,6.4970879554748535,7.219416145115059,6.3734811658957895,6.929712455756159,185771300
2020-04-13,6.539576530456543,6.601379910737226,6.307813486026777,6.49708643023067,93724000
2020-04-14,6.462322235107422,6.68249687961758,6.415970066133937,6.574341327509821,91017200
2020-04-15,6.3271260261535645,6.361890515590204,6.126265063731102,6.195794410981542,86749600
