Price,Close,High,Low,Open,Volume
Ticker,ITUB4.SA,ITUB4.SA,ITUB4.SA,ITUB4.SA,ITUB4.SA
Date,,,,,
2020-01-02,34.087554931640625,34.087554931640625,33.15536919955375,33.41530325488883,22732710
2020-01-03,33.72901916503906,34.27578331537055,33.56767651927911,33.612494547739736,27380540
2020-01-06,33.227073669433594,33.6842017714598,33.083660489053145,33.657313210574934,24524170
2020-01-07,32.45622253417969,33.37944522927594,32.45622253417969,33.227069215691614,22000990
2020-01-08,31.927391052246094,32.99402713903496,31.927391052246094,32.67134933727119,28578990
2020-01-09,31.29099464416504,32.20525468742354,30.941426397584667,32.07976720358793,53266180
2020-01-10,31.01313018798828,31.775014161499072,30.986241625610447,31.443371633600506,28073760
2020-01-13,31.425443649291992,31.730195730395494,31.138617276214795,31.389590352657343,32120770
2020-01-14,31.425443649291992,31.425443649291992,31.040020240323997,31.299958051361738,20276630
2020-01-15,31.040021896362305,31.317885430250847,30.833864959568736,31.273069277212027,36033250
2020-01-16,31.102764129638672,31.434408535545764,30.851791051985277,31.28203061367681,25143250
2020-01-17,31.31788444519043,31.64056412196835,31.129655103882165,31.28203114777066,21695190
2020-01-20,30.681486129760742,31.371661594093247,30.61874239284452,31.192395117605457,20154420
2020-01-21,30.027162551879883,30.905569240761096,29.973383548379648,30.484292544250902,29565910
2020-01-22,30.206432342529297,30.53807677603457,30.02716584357329,30.340882686891856,19187850
2020-01-23,30.923500061035156,31.201363603143704,29.937533381520513,30.02716569024974,36385360
2020-01-24,30.69045066833496,31.031057932651976,30.430514733302758,31.02209507848102,16231710
2020-01-27,30.027162551879883,30.556001016554553,29.94649310633853,30.242284207626835,15825810
2020-01-28,30.018199920654297,30.448441354756568,29.847896293907024,30.269174874123127,18903940
2020-01-29,29.552106857299805,30.287100362872778,29.50729070761104,30.197466182913242,22078540
2020-01-30,29.98234748840332,29.98234748840332,29.202537805033842,29.265281545208875,45968780
2020-01-31,29.41765785217285,29.928568751723603,29.16668476980097,29.57003577690663,28005780
2020-02-03,29.489364624023438,29.856862335851773,29.39076758521183,29.578998808556378,19344600
2020-02-04,29.722412109375,29.991310902805086,29.489364733192293,29.901678598522427,17303330
2020-02-05,29.901676177978516,30.582888781594505,29.901676177978516,30.215392978736627,38271090
2020-02-06,29.829973220825195,30.24228710299016,29.677597168973875,30.2064319231146,29136580
2020-02-07,30.215394973754883,30.609781243993577,29.578998476633288,29.6238146281058,40828700
2020-02-10,30.72630500793457,30.986242832366763,30.188505530702322,30.233321683659476,50615180
2020-02-11,31.43440818786621,31.77501356348039,31.04898478130167,31.515077634645618,105065290
2020-02-12,31.308921813964844,31.801903246561146,31.156545768991116,31.52404160001555,72906020
2020-02-13,30.82490348815918,31.183436489721032,30.654599842271743,31.11172988940866,22312950
2020-02-14,30.30502700805664,30.833863608607007,30.179541408929573,30.717340863578574,34655940
2020-02-17,30.027162551879883,30.466366836611492,29.901676956657997,30.466366836611492,35458500
2020-02-18,30.152650833129883,30.24228501546728,29.552107641273686,29.919603463518293,26345000
2020-02-19,30.5828914642334,30.85179214006521,30.045091993151892,30.206430894185285,21751620
2020-02-20,30.475332260131836,30.717342497744372,30.32295621002038,30.681489198860373,52809570
2020-02-21,29.292171478271484,29.48936556216803,29.086016420393296,29.381805665655957,21451320
2020-02-26,27.831148147583008,28.32413146021705,27.580175064134306,27.875964299481893,38754320
2020-02-27,27.849077224731445,28.97845710088699,27.400910040049695,27.517432793445717,67110450
2020-02-28,28.68266487121582,28.754371467573485,27.60706592585084,27.875964721901024,61673150
2020-03-02,28.575103759765625,28.94260146088481,28.028341455968654,28.619919910435073,56402940
2020-03-03,28.05523109436035,28.655776187048257,27.750479001417844,28.368947922246313,48060100
2020-03-04,28.32413101196289,28.53028794025009,27.72358781592638,28.512360351425,34352890
2020-03-05,27.356094360351562,28.225536419407653,27.051340368587706,28.01937947326583,33448030
2020-03-06,26.773475646972656,27.203715230167983,26.280492321082473,26.531465411279747,35671130
2020-03-09,24.918066024780273,25.500683559230097,24.53264446086977,25.09733252447663,52227560
2020-03-10,25.536537170410156,26.621100917228503,24.720874116704827,26.441832534765,49022930
2020-03-11,23.457042694091797,25.222819059690256,22.43522274421468,24.91806508145247,53066310
2020-03-12,21.15346336364746,22.013944344886852,20.086827341645407,20.794930405040216,64335920
2020-03-13,23.492895126342773,24.362337114748126,21.1982822211316,24.147219211771223,98665270
2020-03-16,21.332733154296875,22.999914491479622,20.364694015794694,21.06383433389297,68657600
2020-03-17,22.58759880065918,23.941063173312493,21.063832670120707,21.96912987005724,77542740
2020-03-18,21.019012451171875,21.73608022908424,19.307017151150017,21.485107165018597,92111030
2020-03-19,20.48121452331543,21.26998894854186,18.93952085092849,20.40950980892985,81017860
2020-03-20,19.764148712158203,21.485108884025873,19.360797702201573,20.96523512657564,80738460
2020-03-23,18.392757415771484,20.15853361988981,17.926664576830085,19.952376701751003,58803690
